"geo_id","geo_type","name","name_uk"
1,"region","Запорожская область","Запорізька область"
2,"region","Киевская область","Київська область"
3,"region","Хмельницкая область","Хмельницька область"
4,"region","Закарпатская область","Закарпатська область"
5,"region","Ровенская область","Рівненська область"
6,"region","Черниговская область","Чернігівська область"
7,"region","Кировоградская область","Кіровоградська область"
8,"region","Херсонская область","Херсонська область"
9,"region","Черкасская область","Черкаська область"
10,"region","Житомирская область","Житомирська область"
11,"region","Одесская область","Одеська область"
12,"region","Львовская область","Львівська область"
13,"region","Харьковская область","Харківська область"
14,"region","Волынская область","Волинська область"
15,"region","Полтавская область","Полтавська область"
16,"region","Николаевская область","Миколаївська область"
17,"region","Тернопольская область","Тернопільська область"
18,"region","Днепропетровская область","Дніпропетровська область"
19,"region","Крым","Крим"
20,"region","Черновицкая область","Чернівецька область"
21,"region","Луганская область","Луганська область"
22,"region","Донецкая область","Донецька область"
23,"region","Сумская область","Сумська область"
24,"region","Ивано-Франковская область","Івано-Франківська область"
25,"region","Винницкая область","Вінницька область"
32,"raion","Сумская область, Путивльский район","Сумська область, Путивльський район"
33,"raion","Донецкая область, Бахмутский (Артёмовский) район","Донецька область, Бахмутський (Артемівський) район"
34,"raion","Львовская область, Сколевский район","Львівська область, Сколівський район"
35,"raion","Днепропетровская область, Днепропетровский район","Дніпропетровська область, Дніпропетровський район"
36,"raion","Херсонская область, Высокопольский район","Херсонська область, Високопільський район"
37,"raion","Житомирская область, Малинский район","Житомирська область, Малинський район"
38,"raion","Черниговская область, Черниговский район","Чернігівська область, Чернігівський район"
39,"raion","Харьковская область, Красноградский район","Харківська область, Красноградський район"
40,"raion","Винницкая область, Тепликский район","Вінницька область, Теплицький район"
41,"raion","Волынская область, Рожищенский район","Волинська область, Рожищенський район"
42,"raion","Луганская область, Троицкий район","Луганська область, Троїцький район"
43,"raion","Кировоградская область, Голованевский район","Кіровоградська область, Голованівський район"
44,"raion","Винницкая область, Ильинецкий район","Вінницька область, Іллінецький район"
45,"raion","Донецкая область, Великоновоселковский район","Донецька область, Великоновосілківський район"
46,"raion","Одесская область, Фрунзовский район","Одеська область, Фрунзівський район"
47,"raion","Ивано-Франковская область, Коломыйский район","Івано-Франківська область, Коломийський район"
48,"raion","Хмельницкая область, Староконстантиновский район","Хмельницька область, Старокостянтинівський район"
49,"raion","Полтавская область, Пирятинский район","Полтавська область, Пирятинський район"
50,"raion","Запорожская область, Каменско-Днепровский район","Запорізька область, Кам'янсько-Дніпровський район"
51,"raion","Житомирская область, Емильчинский район","Житомирська область, Ємільчинський район"
52,"raion","Одесская область, Килийский район","Одеська область, Кілійський район"
53,"raion","Винницкая область, Казатинский район","Вінницька область, Козятинський район"
54,"raion","Харьковская область, Золочевский район","Харківська область, Золочівський район"
55,"raion","Волынская область, Иваничевский район","Волинська область, Іваничівський район"
56,"raion","Одесская область, Татарбунарский район","Одеська область, Татарбунарський район"
57,"raion","Крым, Ленинский район","Крим, Ленінський район"
58,"raion","Одесская область, Ширяевский район","Одеська область, Ширяївський район"
59,"raion","Днепропетровская область, Межевский район","Дніпропетровська область, Межівський район"
60,"raion","Николаевская область, Кривоозерский район","Миколаївська область, Кривоозерський район"
61,"raion","Ивано-Франковская область, Тысменицкий район","Івано-Франківська область, Тисменицький район"
62,"raion","Черниговская область, Талалаевский район","Чернігівська область, Талалаївський район"
63,"raion","Харьковская область, Харьковский район","Харківська область, Харківський район"
64,"raion","Черкасская область, Шполянский район","Черкаська область, Шполянський район"
65,"raion","Ивано-Франковская область, Снятынский район","Івано-Франківська область, Снятинський район"
66,"raion","Львовская область, Турковский район","Львівська область, Турківський район"
67,"raion","Запорожская область, Васильевский район","Запорізька область, Василівський район"
68,"raion","Хмельницкая область, Деражнянский район","Хмельницька область, Деражнянський район"
69,"raion","Черновицкая область, Кельменецкий район","Чернівецька область, Кельменецький район"
70,"raion","Крым, Симферопольский район","Крим, Сімферопольський район"
71,"raion","Житомирская область, Барановский район","Житомирська область, Баранівський район"
72,"raion","Харьковская область, Чугуевский район","Харківська область, Чугуївський район"
73,"raion","Харьковская область, Барвенковский район","Харківська область, Барвінківський район"
74,"raion","Запорожская область, Приазовский район","Запорізька область, Приазовський район"
75,"raion","Ивано-Франковская область, Рожнятовский район","Івано-Франківська область, Рожнятівський район"
76,"raion","Ровенская область, Демидовский район","Рівненська область, Демидівський район"
77,"raion","Львовская область, Перемышлянский район","Львівська область, Перемишлянський район"
78,"raion","Полтавская область, Лохвицкий район","Полтавська область, Лохвицький район"
79,"raion","Львовская область, Самборский район","Львівська область, Самбірський район"
80,"raion","Черниговская область, Бобровицкий район","Чернігівська область, Бобровицький район"
81,"raion","Ровенская область, Дубровицкий район","Рівненська область, Дубровицький район"
82,"raion","Донецкая область, Покровский (Красноармейский) район","Донецька область, Покровський (Красноармійський) район"
83,"raion","Донецкая область, Никольский (Володарский) район","Донецька область, Нікольський (Володарський)район"
84,"raion","Сумская область, Конотопский район","Сумська область, Конотопський район"
85,"raion","Одесская область, Измаильский район","Одеська область, Ізмаїльський район"
86,"raion","Черновицкая область, Глыбокский район","Чернівецька область, Глибоцький район"
87,"raion","Сумская область, Краснопольский район","Сумська область, Краснопільський район"
88,"raion","Львовская область, Каменка-Бугский район","Львівська область, Кам'янсько-Бузький район"
89,"raion","Ивано-Франковская область, Тлумачский район","Івано-Франківська область, Тлумацький район"
90,"raion","Ивано-Франковская область, Богородчанский район","Івано-Франківська область, Богородчанський район"
91,"raion","Черкасская область, Золотоношский район","Черкаська область, Золотоніський район"
92,"raion","Киевская область, Васильковский район","Київська область, Васильківський район"
93,"raion","Запорожская область, Ореховский район","Запорізька область, Оріхівський район"
94,"raion","Донецкая область, Тельмановский район","Донецька область, Тельманівський район"
95,"raion","Запорожская область, Гуляйпольский район","Запорізька область, Гуляйпільський район"
96,"raion","Черновицкая область, Сокирянский район","Чернівецька область, Сокирянський район"
97,"raion","Волынская область, Владимир-Волынский район","Волинська область, Володимир-Волинський район"
98,"raion","Луганская область, Краснодонский район","Луганська область, Краснодонський район"
99,"raion","Сумская область, Белопольский район","Сумська область, Білопільський район"
100,"raion","Кировоградская область, Гайворонский район","Кіровоградська область, Гайворонський район"
101,"raion","Запорожская область, Акимовский район","Запорізька область, Якимівський район"
102,"raion","Закарпатская область, Иршавский район","Закарпатська область, Іршавський район"
103,"raion","Полтавская область, Кобелякский район","Полтавська область, Кобеляцький район"
104,"raion","Кировоградская область, Александрийский район","Кіровоградська область, Олександрійський район"
105,"raion","Ивано-Франковская область, Рогатинский район","Івано-Франківська область, Рогатинський район"
106,"raion","Херсонская область, Бериславский район","Херсонська область, Бериславський район"
107,"raion","Сумская область, Глуховский район","Сумська область, Глухівський район"
108,"raion","Днепропетровская область, Покровский район","Дніпропетровська область, Покровський район"
109,"raion","Николаевская область, Еланецкий район","Миколаївська область, Єланецький район"
110,"raion","Хмельницкая область, Чемеровецкий район","Хмельницька область, Чемеровецький район"
111,"raion","Львовская область, Пустомытовский район","Львівська область, Пустомитівський район"
112,"raion","Хмельницкая область, Шепетовский район","Хмельницька область, Шепетівський район"
113,"raion","Полтавская область, Великобагачанский район","Полтавська область, Великобагачанський район"
114,"raion","Харьковская область, Волчанский район","Харківська область, Вовчанський район"
115,"raion","Кировоградская область, Маловисковский район","Кіровоградська область, Маловисківський район"
116,"raion","Черкасская область, Каменский район","Черкаська область, Кам'янський район"
117,"raion","Харьковская область, Коломакский район","Харківська область, Коломацький район"
118,"raion","Закарпатская область, Мукачевский район","Закарпатська область, Мукачівський район"
119,"raion","Волынская область, Камень-Каширский район","Волинська область, Камінь-Каширський район"
120,"raion","Львовская область, Жолковский район","Львівська область, Жовківський район"
121,"raion","Житомирская область, Коростенский район","Житомирська область, Коростенський район"
122,"raion","Запорожская область, Веселовский район","Запорізька область, Веселівський район"
123,"raion","Луганская область, Старобельский район","Луганська область, Старобільський район"
124,"raion","Херсонская область, Великолепетихский район","Херсонська область, Великолепетиський район"
125,"raion","Николаевская область, Витовский (Жовтневый) район","Миколаївська область, Вітовський (Жовтневий) район"
126,"raion","Ивано-Франковская область, Верховинский район","Івано-Франківська область, Верховинський район"
127,"raion","Тернопольская область, Лановецкий район","Тернопільська область, Лановецький район"
128,"raion","Запорожская область, Черниговский район","Запорізька область, Чернігівський район"
129,"raion","Одесская область, Любашевский район","Одеська область, Любашівський район"
130,"raion","Киевская область, Переяслав-Хмельницкий район","Київська область, Переяслав-Хмельницький район"
131,"raion","Закарпатская область, Раховский район","Закарпатська область, Рахівський район"
132,"raion","Харьковская область, Изюмский район","Харківська область, Ізюмський район"
133,"raion","Ровенская область, Радивиловский район","Рівненська область, Радивилівський район"
134,"raion","Житомирская область, Олевский район","Житомирська область, Олевський район"
135,"raion","Хмельницкая область, Хмельницкий район","Хмельницька область, Хмельницький район"
136,"raion","Херсонская область, Великоалександровский район","Херсонська область, Великоолександрівський район"
137,"raion","Сумская область, Великописаревский район","Сумська область, Великописарівський район"
138,"raion","Ивано-Франковская область, Надворнянский район","Івано-Франківська область, Надвірнянський район"
139,"raion","Херсонская область, Нижнесерогозский район","Херсонська область, Нижньосірогозький район"
140,"raion","Донецкая область, Славянский район","Донецька область, Слов'янський район"
141,"raion","Днепропетровская область, Верхнеднепровский район","Дніпропетровська область, Верхньодніпровський район"
142,"raion","Тернопольская область, Теребовлянский район","Тернопільська область, Теребовлянський район"
143,"raion","Житомирская область, Овручский район","Житомирська область, Овруцький район"
144,"raion","Житомирская область, Лугинский район","Житомирська область, Лугинський район"
145,"raion","Донецкая область, Волновахский район","Донецька область, Волноваський район"
146,"raion","Сумская область, Кролевецкий район","Сумська область, Кролевецький район"
147,"raion","Хмельницкая область, Полонский район","Хмельницька область, Полонський район"
148,"raion","Винницкая область, Бершадский район","Вінницька область, Бершадський район"
149,"raion","Крым, Черноморский район","Крим, Чорноморський район"
150,"raion","Житомирская область, Романовский район","Житомирська область, Романівський район"
151,"raion","Кировоградская область, Онуфриевский район","Кіровоградська область, Онуфріївський район"
152,"raion","Хмельницкая область, Белогорский район","Хмельницька область, Білогірський район"
153,"raion","Луганская область, Беловодский район","Луганська область, Біловодський район"
154,"raion","Одесская область, Ренийский район","Одеська область, Ренійський район"
155,"raion","Херсонская область, Чаплинский район","Херсонська область, Чаплинський район"
156,"raion","Черкасская область, Корсунь-Шевченковский район","Черкаська область, Корсунь-Шевченківський район"
157,"raion","Винницкая область, Погребищенский район","Вінницька область, Погребищенський район"
158,"raion","Тернопольская область, Гусятинский район","Тернопільська область, Гусятинський район"
159,"raion","Луганская область, Меловский район","Луганська область, Міловський район"
160,"raion","Черкасская область, Черкасский район","Черкаська область, Черкаський район"
161,"raion","Полтавская область, Карловский район","Полтавська область, Карлівський район"
162,"raion","Одесская область, Овидиопольский район","Одеська область, Овідіопольський район"
163,"raion","Полтавская область, Котелевский район","Полтавська область, Котелевський район"
164,"raion","Луганская область, Свердловский район","Луганська область, Свердловський район"
165,"raion","Ровенская область, Дубенский район","Рівненська область, Дубнівський район"
166,"raion","Харьковская область, Шевченковский район","Харківська область, Шевченківський район"
167,"raion","Ровенская область, Здолбуновский район","Рівненська область, Здолбунівський район"
168,"raion","Одесская область, Балтский район","Одеська область, Балтський район"
169,"raion","Херсонская область, Горностаевский район","Херсонська область, Горностаївський район"
170,"raion","Ровенская область, Корецкий район","Рівненська область, Корецький район"
171,"raion","Днепропетровская область, Петропавловский район","Дніпропетровська область, Петропавлівський район"
172,"raion","Одесская область, Арцизский район","Одеська область, Арцизький район"
173,"raion","Черкасская область, Городищенский район","Черкаська область, Городищенський район"
174,"raion","Винницкая область, Тывровский район","Вінницька область, Тиврівський район"
175,"raion","Тернопольская область, Борщевский район","Тернопільська область, Борщівський район"
176,"raion","Киевская область, Ракитнянский район","Київська область, Рокитнянський район"
177,"raion","Житомирская область, Новоград-Волынский район","Житомирська область, Новоград-Волинський район"
178,"raion","Сумская область, Бурынский район","Сумська область, Буринський район"
179,"raion","Львовская область, Золочевский район","Львівська область, Золочівський район"
180,"raion","Винницкая область, Оратовский район","Вінницька область, Оратівський район"
181,"raion","Луганская область, Новоайдарский район","Луганська область, Новоайдарський район"
182,"raion","Черниговская область, Козелецкий район","Чернігівська область, Козелецький район"
183,"raion","Волынская область, Ковельский район","Волинська область, Ковельський район"
184,"raion","Херсонская область, Голопристанский район","Херсонська область, Голопристанський район"
185,"raion","Черниговская область, Коропский район","Чернігівська область, Коропський район"
186,"raion","Одесская область, Саратский район","Одеська область, Саратський район"
187,"raion","Киевская область, Володарский район","Київська область, Володарський район"
188,"raion","Днепропетровская область, Криворожский район","Дніпропетровська область, Криворізький район"
189,"raion","Винницкая область, Ямпольский район","Вінницька область, Ямпільський район"
190,"raion","Днепропетровская область, Никопольский район","Дніпропетровська область, Нікопольський район"
191,"raion","Закарпатская область, Воловецкий район","Закарпатська область, Воловецький район"
192,"raion","Луганская область, Марковский район","Луганська область, Марківський район"
193,"raion","Хмельницкая область, Старосинявский район","Хмельницька область, Старосинявський район"
194,"raion","Житомирская область, Радомышльский район","Житомирська область, Радомишльський район"
195,"raion","Харьковская область, Великобурлукский район","Харківська область, Великобурлуцький район"
196,"raion","Хмельницкая область, Ярмолинецкий район","Хмельницька область, Ярмолинецький район"
197,"raion","Донецкая область, Старобешевский район","Донецька область, Старобешівський район"
198,"raion","Львовская область, Городокский район","Львівська область, Городоцький район"
199,"raion","Тернопольская область, Чортковский район","Тернопільська область, Чортківський район"
200,"raion","Черновицкая область, Герцаевский район","Чернівецька область, Герцаївський район"
201,"raion","Полтавская область, Решетиловский район","Полтавська область, Решетилівський район"
202,"raion","Киевская область, Тетиевский район","Київська область, Тетіївський район"
203,"raion","Киевская область, Яготинский район","Київська область, Яготинський район"
204,"raion","Одесская область, Николаевский район","Одеська область, Миколаївський район"
205,"raion","Кировоградская область, Новгородковский район","Кіровоградська область, Новгородківський район"
206,"raion","Луганская область, Кременский район","Луганська область, Кремінський район"
207,"raion","Винницкая область, Тульчинский район","Вінницька область, Тульчинський район"
208,"raion","Одесская область, Беляевский район","Одеська область, Біляївський район"
209,"raion","Львовская область, Дрогобычский район","Львівська область, Дрогобицький район"
210,"raion","Киевская область, Полесский район","Київська область, Поліський район"
211,"raion","Волынская область, Локачинский район","Волинська область, Локачинський район"
212,"raion","Житомирская область, Попельнянский район","Житомирська область, Попільнянський район"
213,"raion","Харьковская область, Лозовский район","Харківська область, Лозівський район"
214,"raion","Херсонская область, Скадовский район","Херсонська область, Скадовський район"
215,"raion","Тернопольская область, Тернопольский район","Тернопільська область, Тернопільський район"
216,"raion","Луганская область, Перевальский район","Луганська область, Перевальський район"
217,"raion","Одесская область, Тарутинский район","Одеська область, Тарутинський район"
218,"raion","Кировоградская область, Новоархангельский район","Кіровоградська область, Новоархангельський район"
219,"raion","Полтавская область, Зеньковский район","Полтавська область, Зіньківський район"
220,"raion","Николаевская область, Новоодесский район","Миколаївська область, Новоодеський район"
221,"raion","Тернопольская область, Збаражский район","Тернопільська область, Збаразький район"
222,"raion","Черниговская область, Репкинский район","Чернігівська область, Ріпкинський район"
223,"raion","Киевская область, Макаровский район","Київська область, Макарівський район"
224,"raion","Харьковская область, Дергачёвский район","Харківська область, Дергачівський район"
225,"raion","Луганская область, Попаснянский район","Луганська область, Попаснянський район"
226,"raion","Харьковская область, Сахновщинский район","Харківська область, Сахновщинський район"
227,"raion","Житомирская область, Володарско-Волынский район","Житомирська область, Володарсько-Волинський район"
228,"raion","Черновицкая область, Путильский район","Чернівецька область, Путильський район"
229,"raion","Винницкая область, Калиновский район","Вінницька область, Калинівський район"
230,"raion","Киевская область, Ставищенский район","Київська область, Ставищенський район"
231,"raion","Одесская область, Лиманский (Коминтерновский) район","Одеська область, Лиманський (Комінтернівський) район"
232,"raion","Киевская область, Мироновский район","Київська область, Миронівський район"
233,"raion","Крым, Джанкойский район","Крим, Джанкойський район"
234,"raion","Киевская область, Барышевский район","Київська область, Баришівський район"
235,"raion","Одесская область, Подольский (Котовский) район","Одеська область, Подільський (Котовський) район"
236,"raion","Хмельницкая область, Новоушицкий район","Хмельницька область, Новоушицький район"
237,"raion","Тернопольская область, Монастырисский район","Тернопільська область, Монастириський район"
238,"raion","Черниговская область, Новгород-Северский район","Чернігівська область, Новгород-Сіверський район"
239,"raion","Черновицкая область, Сторожинецкий район","Чернівецька область, Сторожинецький район"
240,"raion","Закарпатская область, Великоберезнянский район","Закарпатська область, Великоберезнянський район"
241,"raion","Винницкая область, Песчанский район","Вінницька область, Піщанський район"
242,"raion","Черниговская область, Прилукский район","Чернігівська область, Прилуцький район"
243,"raion","Ровенская область, Ровенский район","Рівненська область, Рівненський район"
244,"raion","Херсонская область, Новотроицкий район","Херсонська область, Новотроїцький район"
245,"raion","Черниговская область, Менский район","Чернігівська область, Менський район"
246,"raion","Черниговская область, Борзнянский район","Чернігівська область, Борзнянський район"
247,"raion","Черкасская область, Чигиринский район","Черкаська область, Чигиринський район"
248,"raion","Кировоградская область, Новоукраинский район","Кіровоградська область, Новоукраїнський район"
249,"raion","Житомирская область, Житомирский район","Житомирська область, Житомирський район"
